# Run 2016-05-30 02:56:36
# Parameters:
#	degap: False
#	translate: False
#	hydrophobicity_scale: Kyte-Doolittle
#	merge: False
#	aas: all
#	begin_aa: 1
#	pH: 7.2
#	out_fname: ../data/scer-proteome-aa-freqs.txt
#	sequence: None
#	exclude: False
#	end_aa: None
#	in_fname: c:/Dropbox (Drummond Lab)/bio/genomes/scer_orf_trans_all.fasta
#	query: None
orf	length	charge	pI	hydrophobicity	f.A	f.C	f.D	f.E	f.F	f.G	f.H	f.I	f.K	f.L	f.M	f.N	f.P	f.Q	f.R	f.S	f.T	f.V	f.W	f.Y	n.A	n.C	n.D	n.E	n.F	n.G	n.H	n.I	n.K	n.L	n.M	n.N	n.P	n.Q	n.R	n.S	n.T	n.V	n.W	n.Y
#YJR107W YJR107W SGDID:S000003868, Chr X from 627340-628326, Genome Release 64-1-1, Uncharacterized ORF, "Putative protein of unknown function; has sequence or structural similarity to lipases"
YJR107W	328	-7.0461	5.7988	-0.1027	0.0427	0.0244	0.0488	0.0823	0.0610	0.0793	0.0274	0.0732	0.0640	0.0915	0.0244	0.0427	0.0488	0.0152	0.0457	0.0579	0.0427	0.0762	0.0091	0.0427	14	8	16	27	20	26	9	24	21	30	8	14	16	5	15	19	14	25	3	14
#YJR108W ABM1 SGDID:S000003869, Chr X from 628712-629083, Genome Release 64-1-1, Verified ORF, "Protein of unknown function, required for normal microtubule organization"
YJR108W	123	-10.0572	4.2535	-0.1496	0.0569	0.0163	0.0732	0.0650	0.0407	0.0244	0.0244	0.0813	0.0244	0.0976	0.0163	0.0650	0.0163	0.0000	0.0325	0.1138	0.1138	0.0407	0.0488	0.0488	7	2	9	8	5	3	3	10	3	12	2	8	2	0	4	14	14	5	6	6
#YJR109C CPA2 SGDID:S000003870, Chr X from 632941-629585, Genome Release 64-1-1, reverse complement, Verified ORF, "Large subunit of carbamoyl phosphate synthetase, which catalyzes a step in the synthesis of citrulline, an arginine precursor"
YJR109C	1118	-30.7145	5.0603	-0.1334	0.0814	0.0098	0.0581	0.0733	0.0403	0.0590	0.0143	0.0751	0.0671	0.0912	0.0170	0.0510	0.0420	0.0295	0.0367	0.0742	0.0555	0.0778	0.0072	0.0394	91	11	65	82	45	66	16	84	75	102	19	57	47	33	41	83	62	87	8	44
#YJR110W YMR1 SGDID:S000003871, Chr X from 633615-635681, Genome Release 64-1-1, Verified ORF, "Phosphatidylinositol 3-phosphate (PI3P) phosphatase; involved in various protein sorting pathways, including CVT targeting and endosome to vacuole transport; has similarity to the conserved myotubularin dual specificity phosphatase family"
YJR110W	688	0.7700	7.3431	-0.5468	0.0218	0.0145	0.0712	0.0523	0.0596	0.0480	0.0320	0.0567	0.0712	0.1090	0.0160	0.0756	0.0349	0.0451	0.0523	0.0843	0.0509	0.0523	0.0189	0.0334	15	10	49	36	41	33	22	39	49	75	11	52	24	31	36	58	35	36	13	23
#YJR111C YJR111C SGDID:S000003872, Chr X from 636706-635855, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondria"
YJR111C	283	4.3088	8.8609	-0.1958	0.0636	0.0106	0.0389	0.0459	0.0283	0.0424	0.0318	0.0671	0.0530	0.1272	0.0247	0.0636	0.0565	0.0565	0.0459	0.0671	0.0601	0.0601	0.0212	0.0353	18	3	11	13	8	12	9	19	15	36	7	18	16	16	13	19	17	17	6	10
#YJR112W NNF1 SGDID:S000003873, Chr X from 637030-637635, Genome Release 64-1-1, Verified ORF, "Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation"
YJR112W	201	-15.0376	4.6410	-0.7547	0.0448	0.0199	0.0647	0.1294	0.0199	0.0249	0.0249	0.0498	0.0697	0.1095	0.0299	0.0697	0.0149	0.0796	0.0498	0.0597	0.0249	0.0697	0.0100	0.0348	9	4	13	26	4	5	5	10	14	22	6	14	3	16	10	12	5	14	2	7
#YJR112W-A YJR112W-A SGDID:S000028513, Chr X from 637790-637809,637859-638168, Genome Release 64-1-1, Uncharacterized ORF, "Putative protein of unknown function; identified based on homology to <i>Ashbya gossypii</i>"
YJR112W-A	109	3.7177	9.1803	0.3991	0.0642	0.0275	0.0459	0.0275	0.0917	0.0459	0.0092	0.0642	0.0550	0.0734	0.0275	0.0367	0.0000	0.0550	0.0550	0.0734	0.0642	0.1376	0.0275	0.0183	7	3	5	3	10	5	1	7	6	8	3	4	0	6	6	8	7	15	3	2
#YJR113C RSM7 SGDID:S000003874, Chr X from 638975-638232, Genome Release 64-1-1, reverse complement, Verified ORF, "Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S7 ribosomal protein"
YJR113C	247	12.0227	10.2364	-0.4328	0.1093	0.0121	0.0283	0.0688	0.0202	0.0364	0.0202	0.0567	0.0729	0.0972	0.0243	0.0324	0.0567	0.0648	0.0729	0.0769	0.0567	0.0526	0.0202	0.0202	27	3	7	17	5	9	5	14	18	24	6	8	14	16	18	19	14	13	5	5
#YJR114W YJR114W SGDID:S000003875, Chr X from 638659-639051, Genome Release 64-1-1, Dubious ORF, "Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RSM7/YJR113C"
YJR114W	130	0.7192	7.5350	0.1231	0.1000	0.0462	0.0462	0.0308	0.0538	0.0615	0.0308	0.0538	0.0231	0.0923	0.0077	0.0231	0.0462	0.0077	0.0615	0.1615	0.0615	0.0538	0.0154	0.0231	13	6	6	4	7	8	4	7	3	12	1	3	6	1	8	21	8	7	2	3
#YJR115W YJR115W SGDID:S000003876, Chr X from 639942-640451, Genome Release 64-1-1, Uncharacterized ORF, "Putative protein of unknown function"
YJR115W	169	2.5999	8.4352	-0.2473	0.0533	0.0118	0.0533	0.0296	0.0296	0.0237	0.0710	0.0769	0.0414	0.1006	0.0414	0.0355	0.0533	0.0237	0.0533	0.1302	0.0947	0.0414	0.0000	0.0355	9	2	9	5	5	4	12	13	7	17	7	6	9	4	9	22	16	7	0	6
#YJR116W TDA4 SGDID:S000003877, Chr X from 640825-641664, Genome Release 64-1-1, Uncharacterized ORF, "Putative protein of unknown function; null mutant is sensitive to expression of the top1-T722A allele"
YJR116W	279	13.0755	10.0813	0.4896	0.0573	0.0143	0.0215	0.0179	0.0860	0.0287	0.0251	0.0681	0.0538	0.1183	0.0466	0.0573	0.0466	0.0179	0.0323	0.0896	0.0681	0.0896	0.0251	0.0358	16	4	6	5	24	8	7	19	15	33	13	16	13	5	9	25	19	25	7	10
#YJR117W STE24 SGDID:S000003878, Chr X from 642007-643368, Genome Release 64-1-1, Verified ORF, "Highly conserved zinc metalloprotease that functions in two steps of a-factor maturation, C-terminal CAAX proteolysis and the first step of N-terminal proteolytic processing; contains multiple transmembrane spans"
YJR117W	453	1.5962	7.8029	0.2155	0.0464	0.0066	0.0508	0.0397	0.0905	0.0331	0.0287	0.0795	0.0684	0.1280	0.0287	0.0397	0.0419	0.0287	0.0243	0.0861	0.0618	0.0596	0.0110	0.0464	21	3	23	18	41	15	13	36	31	58	13	18	19	13	11	39	28	27	5	21
#YJR118C ILM1 SGDID:S000003879, Chr X from 644101-643490, Genome Release 64-1-1, reverse complement, Verified ORF, "Protein of unknown function; may be involved in mitochondrial DNA maintenance; required for slowed DNA synthesis-induced filamentous growth"
YJR118C	203	-16.1208	4.1917	-0.0897	0.0493	0.0099	0.0640	0.0837	0.0936	0.0246	0.0099	0.0788	0.0443	0.1133	0.0148	0.1133	0.0246	0.0394	0.0246	0.0493	0.0542	0.0640	0.0099	0.0345	10	2	13	17	19	5	2	16	9	23	3	23	5	8	5	10	11	13	2	7
#YJR119C JHD2 SGDID:S000003880, Chr X from 646490-644304, Genome Release 64-1-1, reverse complement, Verified ORF, "JmjC domain family histone demethylase specific for H3-K4 (histone H3 Lys4); removes methyl groups specifically added by Set1p methyltransferase; protein levels regulated by Not4p (E3 ubiquitin ligase) polyubiquitin-mediated degradation"
YJR119C	728	-13.3462	5.8148	-0.4707	0.0247	0.0275	0.0824	0.0536	0.0577	0.0357	0.0234	0.0742	0.0742	0.0989	0.0165	0.0646	0.0563	0.0330	0.0440	0.0701	0.0577	0.0412	0.0110	0.0536	18	20	60	39	42	26	17	54	54	72	12	47	41	24	32	51	42	30	8	39
#YJR120W YJR120W SGDID:S000003881, Chr X from 647126-647476, Genome Release 64-1-1, Verified ORF, "Protein of unknown function; essential for growth under anaerobic conditions; mutation causes decreased expression of ATP2, impaired respiration, defective sterol uptake, and altered levels/localization of ABC transporters Aus1p and Pdr11p"
YJR120W	116	9.7845	10.3984	-0.2388	0.0776	0.0259	0.0517	0.0086	0.0517	0.0259	0.0172	0.0776	0.0431	0.1121	0.0086	0.0345	0.0690	0.0431	0.1034	0.0603	0.1034	0.0259	0.0086	0.0517	9	3	6	1	6	3	2	9	5	13	1	4	8	5	12	7	12	3	1	6
#YJR121W ATP2 SGDID:S000003882, Chr X from 647607-649142, Genome Release 64-1-1, Verified ORF, "Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; phosphorylated"
YJR121W	511	-8.6589	5.4412	-0.0180	0.1057	0.0020	0.0489	0.0744	0.0352	0.0900	0.0137	0.0665	0.0568	0.0939	0.0157	0.0215	0.0489	0.0391	0.0489	0.0548	0.0724	0.0881	0.0020	0.0215	54	1	25	38	18	46	7	34	29	48	8	11	25	20	25	28	37	45	1	11
#YJR122W IBA57 SGDID:S000003883, Chr X from 649776-651269, Genome Release 64-1-1, Verified ORF, "Mitochondrial matrix protein involved in the incorporation of iron-sulfur clusters into mitochondrial aconitase-type proteins; activates the radical-SAM family members Bio2p and Lip5p; interacts with Ccr4p in the two-hybrid system"
YJR122W	497	1.4002	7.8865	-0.4330	0.0342	0.0040	0.0523	0.0684	0.0664	0.0463	0.0181	0.0644	0.0724	0.0986	0.0060	0.0744	0.0664	0.0262	0.0503	0.0684	0.0744	0.0624	0.0121	0.0342	17	2	26	34	33	23	9	32	36	49	3	37	33	13	25	34	37	31	6	17
#YJR123W RPS5 SGDID:S000003884, Chr X from 651901-652578, Genome Release 64-1-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit, the least basic of the non-acidic ribosomal proteins; phosphorylated in vivo; essential for viability; has similarity to E. coli S7 and rat S5 ribosomal proteins"
YJR123W	225	1.9579	8.8188	-0.3320	0.1067	0.0044	0.0444	0.0889	0.0311	0.0444	0.0089	0.0756	0.0667	0.0622	0.0133	0.0578	0.0400	0.0489	0.0756	0.0400	0.0711	0.1022	0.0044	0.0133	24	1	10	20	7	10	2	17	15	14	3	13	9	11	17	9	16	23	1	3
#YJR124C YJR124C SGDID:S000003885, Chr X from 654238-652892, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; expression induced under calcium shortage"
YJR124C	448	0.6469	7.3819	0.6145	0.0781	0.0246	0.0379	0.0357	0.0625	0.0603	0.0179	0.0848	0.0424	0.1429	0.0446	0.0357	0.0357	0.0179	0.0335	0.0737	0.0625	0.0670	0.0112	0.0312	35	11	17	16	28	27	8	38	19	64	20	16	16	8	15	33	28	30	5	14
#YJR125C ENT3 SGDID:S000003886, Chr X from 655963-654737, Genome Release 64-1-1, reverse complement, Verified ORF, "Protein containing an N-terminal epsin-like domain involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p"
YJR125C	408	-22.7306	4.5677	-0.8240	0.0882	0.0000	0.0809	0.0858	0.0515	0.0539	0.0123	0.0466	0.0686	0.0539	0.0196	0.0662	0.0368	0.0441	0.0417	0.1201	0.0662	0.0343	0.0049	0.0245	36	0	33	35	21	22	5	19	28	22	8	27	15	18	17	49	27	14	2	10
#YJR126C VPS70 SGDID:S000003887, Chr X from 658689-656254, Genome Release 64-1-1, reverse complement, Verified ORF, "Protein of unknown function involved in vacuolar protein sorting"
YJR126C	811	-2.5738	6.8041	-0.4974	0.0617	0.0037	0.0604	0.0629	0.0407	0.0641	0.0296	0.0580	0.0641	0.0912	0.0234	0.0543	0.0407	0.0296	0.0543	0.0986	0.0469	0.0506	0.0136	0.0518	50	3	49	51	33	52	24	47	52	74	19	44	33	24	44	80	38	41	11	42
#YJR127C RSF2 SGDID:S000003888, Chr X from 663059-658917, Genome Release 64-1-1, reverse complement, Verified ORF, "Zinc-finger protein involved in transcriptional control of both nuclear and mitochondrial genes, many of which specify products required for glycerol-based growth, respiration, and other functions"
YJR127C	1380	7.7150	7.8421	-0.3744	0.0623	0.0196	0.0507	0.0457	0.0507	0.0341	0.0275	0.0558	0.0551	0.0993	0.0261	0.0754	0.0630	0.0370	0.0464	0.1116	0.0616	0.0420	0.0101	0.0261	86	27	70	63	70	47	38	77	76	137	36	104	87	51	64	154	85	58	14	36
#YJR128W YJR128W SGDID:S000003889, Chr X from 662921-663280, Genome Release 64-1-1, Dubious ORF, "Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RSF2"
YJR128W	119	6.6425	8.9615	-0.3185	0.0252	0.0588	0.0252	0.0336	0.0420	0.0504	0.0336	0.0336	0.0336	0.0840	0.0504	0.0336	0.1176	0.0504	0.0840	0.0840	0.0588	0.0672	0.0000	0.0336	3	7	3	4	5	6	4	4	4	10	6	4	14	6	10	10	7	8	0	4
#YJR129C YJR129C SGDID:S000003890, Chr X from 665019-664000, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; predicted S-adenosylmethionine-dependent methyltransferase of the seven beta-strand family; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
YJR129C	339	-14.4826	4.8424	-0.2755	0.0531	0.0295	0.0737	0.0885	0.0324	0.0413	0.0147	0.0649	0.0796	0.1180	0.0236	0.0442	0.0354	0.0354	0.0413	0.0413	0.0590	0.0678	0.0118	0.0442	18	10	25	30	11	14	5	22	27	40	8	15	12	12	14	14	20	23	4	15
#YJR130C STR2 SGDID:S000003891, Chr X from 667137-665218, Genome Release 64-1-1, reverse complement, Verified ORF, "Cystathionine gamma-synthase, converts cysteine into cystathionine"
YJR130C	639	-10.3236	5.7271	-0.2761	0.0469	0.0219	0.0548	0.0782	0.0579	0.0595	0.0172	0.0610	0.0736	0.0970	0.0219	0.0579	0.0360	0.0235	0.0438	0.0798	0.0610	0.0642	0.0063	0.0376	30	14	35	50	37	38	11	39	47	62	14	37	23	15	28	51	39	41	4	24
#YJR131W MNS1 SGDID:S000003892, Chr X from 667644-669293, Genome Release 64-1-1, Verified ORF, "Alpha-1,2-mannosidase involved in ER quality control; catalyzes the removal of one mannose residue from Man9GlcNAc to produce a single isomer of Man8GlcNAc in N-linked oligosaccharide biosynthesis; integral to ER membrane"
YJR131W	549	-18.1646	5.3864	-0.3215	0.0474	0.0091	0.0601	0.0692	0.0492	0.0674	0.0328	0.0528	0.0510	0.1093	0.0291	0.0401	0.0346	0.0255	0.0437	0.0893	0.0619	0.0474	0.0237	0.0565	26	5	33	38	27	37	18	29	28	60	16	22	19	14	24	49	34	26	13	31
#YJR132W NMD5 SGDID:S000003893, Chr X from 669522-672668, Genome Release 64-1-1, Verified ORF, "Karyopherin, a carrier protein involved in nuclear import of proteins; importin beta homolog"
YJR132W	1048	-59.8126	4.4253	-0.0971	0.0506	0.0191	0.0725	0.0706	0.0553	0.0324	0.0095	0.0668	0.0573	0.1298	0.0200	0.0573	0.0363	0.0496	0.0296	0.0725	0.0563	0.0639	0.0124	0.0382	53	20	76	74	58	34	10	70	60	136	21	60	38	52	31	76	59	67	13	40
#YJR133W XPT1 SGDID:S000003894, Chr X from 672991-673620, Genome Release 64-1-1, Verified ORF, "Xanthine-guanine phosphoribosyl transferase, required for xanthine utilization and for optimal utilization of guanine"
YJR133W	209	-4.7544	5.8621	-0.3311	0.0718	0.0096	0.0670	0.0766	0.0191	0.0622	0.0335	0.1053	0.0718	0.0861	0.0335	0.0478	0.0335	0.0431	0.0478	0.0478	0.0478	0.0526	0.0144	0.0287	15	2	14	16	4	13	7	22	15	18	7	10	7	9	10	10	10	11	3	6
#YJR134C SGM1 SGDID:S000003895, Chr X from 675852-673729, Genome Release 64-1-1, reverse complement, Verified ORF, "Protein of unknown function, required for wild-type growth rate on galactose and mannose; localizes to COPI coated vesicles and the Golgi apparatus"
YJR134C	707	-45.3745	4.6649	-0.9694	0.0467	0.0028	0.0736	0.1301	0.0156	0.0198	0.0156	0.0453	0.0990	0.1174	0.0198	0.0693	0.0198	0.0622	0.0396	0.1018	0.0537	0.0438	0.0042	0.0198	33	2	52	92	11	14	11	32	70	83	14	49	14	44	28	72	38	31	3	14
#YJR135C MCM22 SGDID:S000003896, Chr X from 676778-676059, Genome Release 64-1-1, reverse complement, Verified ORF, "Protein involved in minichromosome maintenance; component of the kinetochore; binds to centromeric DNA in a Ctf19p-dependent manner"
YJR135C	239	-3.8264	5.6354	-0.4351	0.0377	0.0000	0.0837	0.0628	0.0377	0.0293	0.0167	0.0711	0.0795	0.1464	0.0335	0.0753	0.0251	0.0418	0.0502	0.0837	0.0586	0.0377	0.0084	0.0209	9	0	20	15	9	7	4	17	19	35	8	18	6	10	12	20	14	9	2	5
#YJR135W-A TIM8 SGDID:S000007348, Chr X from 676971-677234, Genome Release 64-1-1, Verified ORF, "Mitochondrial intermembrane space protein, forms a complex with Tim13p that delivers a subset of hydrophobic proteins to the TIM22 complex for inner membrane insertion; homolog of human TIMM8A, implicated in Mohr-Tranebjaerg syndrome"
YJR135W-A	87	-2.3495	5.1133	-0.5057	0.0230	0.0460	0.0575	0.0690	0.0460	0.0230	0.0115	0.0575	0.0690	0.0920	0.0230	0.1034	0.0000	0.0690	0.0345	0.1494	0.0690	0.0575	0.0000	0.0000	2	4	5	6	4	2	1	5	6	8	2	9	0	6	3	13	6	5	0	0
#YJR136C TTI2 SGDID:S000003897, Chr X from 678706-677441, Genome Release 64-1-1, reverse complement, Verified ORF, "Putative protein of unknown function; subunit of the ASTRA complex which is part of the chromatin remodeling machinery; similar to S. pombe Tti2p; may interact with Rsm23p; GFP-fusion protein localizes to the cytoplasm"
YJR136C	421	-3.3425	6.2831	0.0138	0.0261	0.0238	0.0499	0.0594	0.0428	0.0309	0.0166	0.0903	0.0546	0.1544	0.0214	0.0523	0.0333	0.0499	0.0475	0.0808	0.0689	0.0499	0.0119	0.0356	11	10	21	25	18	13	7	38	23	65	9	22	14	21	20	34	29	21	5	15
#YJR137C MET5 SGDID:S000003898, Chr X from 683285-678957, Genome Release 64-1-1, reverse complement, Verified ORF, "Sulfite reductase beta subunit, involved in amino acid biosynthesis, transcription repressed by methionine"
YJR137C	1442	-38.5203	5.2089	-0.3744	0.0610	0.0049	0.0673	0.0673	0.0437	0.0617	0.0194	0.0562	0.0707	0.1123	0.0111	0.0569	0.0458	0.0388	0.0361	0.0818	0.0603	0.0589	0.0104	0.0354	88	7	97	97	63	89	28	81	102	162	16	82	66	56	52	118	87	85	15	51
#YJR138W IML1 SGDID:S000003899, Chr X from 684567-689321, Genome Release 64-1-1, Verified ORF, "Subunit of the SEA (Seh1-associated) complex, a coatomer-related complex that associates dynamically with the vacuole; has an N-terminal CDC48-like domain and a C-terminal DEP domain; central region is readily accessible to proteases"
YJR138W	1584	22.6130	9.0196	-0.4988	0.0366	0.0101	0.0676	0.0556	0.0480	0.0429	0.0246	0.0739	0.0846	0.0922	0.0208	0.0669	0.0391	0.0341	0.0518	0.0960	0.0556	0.0543	0.0152	0.0303	58	16	107	88	76	68	39	117	134	146	33	106	62	54	82	152	88	86	24	48
#YJR139C HOM6 SGDID:S000003900, Chr X from 690524-689445, Genome Release 64-1-1, reverse complement, Verified ORF, "Homoserine dehydrogenase (L-homoserine:NADP oxidoreductase), dimeric enzyme that catalyzes the third step in the common pathway for methionine and threonine biosynthesis; enzyme has nucleotide-binding, dimerization and catalytic regions"
YJR139C	359	0.0941	7.3106	0.0504	0.0947	0.0000	0.0613	0.0501	0.0446	0.0669	0.0084	0.0696	0.0891	0.0891	0.0056	0.0390	0.0418	0.0195	0.0223	0.0947	0.0696	0.1003	0.0056	0.0279	34	0	22	18	16	24	3	25	32	32	2	14	15	7	8	34	25	36	2	10
#YJR140C HIR3 SGDID:S000003901, Chr X from 695696-690750, Genome Release 64-1-1, reverse complement, Verified ORF, "Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein"
YJR140C	1648	-26.6716	5.8729	-0.3924	0.0400	0.0115	0.0649	0.0722	0.0540	0.0328	0.0231	0.0722	0.0777	0.1220	0.0170	0.0643	0.0285	0.0413	0.0425	0.0898	0.0461	0.0437	0.0121	0.0443	66	19	107	119	89	54	38	119	128	201	28	106	47	68	70	148	76	72	20	73
#YJR140W-A YJR140W-A SGDID:S000028666, Chr X from 690961-691110, Genome Release 64-1-1, Dubious ORF, "Dubious open reading frame; completely overlaps the verified gene HIR3; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
YJR140W-A	49	1.7148	8.4810	-0.1959	0.0408	0.0408	0.0408	0.0000	0.1224	0.0204	0.0000	0.0612	0.0612	0.0612	0.0204	0.0816	0.1020	0.0204	0.0204	0.1633	0.0408	0.0000	0.0816	0.0204	2	2	2	0	6	1	0	3	3	3	1	4	5	1	1	8	2	0	4	1
#YJR141W YJR141W SGDID:S000003902, Chr X from 695906-696949, Genome Release 64-1-1, Uncharacterized ORF, "Essential protein of unknown function"
YJR141W	347	-0.5630	6.9694	-0.2934	0.0288	0.0288	0.0519	0.0749	0.0375	0.0346	0.0115	0.0663	0.0951	0.0951	0.0231	0.0519	0.0288	0.0346	0.0317	0.1037	0.0634	0.0778	0.0259	0.0346	10	10	18	26	13	12	4	23	33	33	8	18	10	12	11	36	22	27	9	12
#YJR142W YJR142W SGDID:S000003903, Chr X from 697141-698169, Genome Release 64-1-1, Uncharacterized ORF, "Putative protein of unknown function; GST fusion protein is a Dbf2-Mob1 phosphoylation target in a proteome chip analysis; synthetic lethal with PH085 deletion; plays a role in restricting Ty1 transposition"
YJR142W	342	-9.8948	5.2037	-0.3570	0.0292	0.0088	0.0556	0.0994	0.0556	0.0585	0.0175	0.0643	0.0819	0.0965	0.0263	0.0556	0.0409	0.0205	0.0439	0.0585	0.0468	0.0789	0.0117	0.0497	10	3	19	34	19	20	6	22	28	33	9	19	14	7	15	20	16	27	4	17
#YJR143C PMT4 SGDID:S000003904, Chr X from 700614-698326, Genome Release 64-1-1, reverse complement, Verified ORF, "Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals"
YJR143C	762	-5.9561	6.5600	0.0135	0.0617	0.0144	0.0486	0.0512	0.0774	0.0472	0.0354	0.0577	0.0577	0.0971	0.0157	0.0328	0.0538	0.0289	0.0328	0.0735	0.0525	0.0801	0.0302	0.0512	47	11	37	39	59	36	27	44	44	74	12	25	41	22	25	56	40	61	23	39
#YJR144W MGM101 SGDID:S000003905, Chr X from 700882-701691, Genome Release 64-1-1, Verified ORF, "Protein involved in mitochondrial genome maintenance; component of the mitochondrial nucleoid, required for the repair of oxidative mtDNA damage"
YJR144W	269	13.7198	9.7400	-0.5167	0.0558	0.0260	0.0483	0.0595	0.0372	0.0855	0.0186	0.0558	0.1115	0.0632	0.0149	0.0335	0.0409	0.0297	0.0483	0.0743	0.0743	0.0669	0.0186	0.0372	15	7	13	16	10	23	5	15	30	17	4	9	11	8	13	20	20	18	5	10
#YJR145C RPS4A SGDID:S000003906, Chr X from 702798-702027,703068-703055, Genome Release 64-1-1, reverse complement, Verified ORF, "Protein component of the small (40S) ribosomal subunit; mutation affects 20S pre-rRNA processing; identical to Rps4Bp and has similarity to rat S4 ribosomal protein"
YJR145C	261	22.5251	10.5959	-0.4479	0.0575	0.0038	0.0690	0.0345	0.0345	0.0920	0.0383	0.0613	0.1034	0.0958	0.0115	0.0383	0.0460	0.0192	0.0843	0.0307	0.0536	0.0881	0.0038	0.0345	15	1	18	9	9	24	10	16	27	25	3	10	12	5	22	8	14	23	1	9
